review_id,user_id,business_id,stars,text,date,useful,richness_score
BCFTR4R5oKAJL949CHnnkA,--2vR0DIsmQ6WfcSzKWigw,YHau-ky1o9hm1jare21Syw,5.0,"Im Altstadtviertel von Philadelphia zwischen Markt und Arch Street befindet sich die Christ Church. Sie ist die erste Episkopalkirche in den Vereinigten Staaten und wurde 1695 gegründet. Mehr als ein Viertel aller Präsidenten der USA waren Mitglieder der Episkopalkirche.

Zunächst befand sich auf dem Gelände eine kleine Holzkirche. Die neue Kirche wurde dann zwischen 1727 und 1744 gebaut und der 60 Meter hohe Turm wurde 1754 hinzugefügt. Zu dieser Zeit war die Kirche das höchste Gebäude in Nordamerika und ein tolles Beispiel für die georgianische Architektur.

Die Kirche verfügt über eine symmetrische, klassische Fassade mit Rundbogenfenstern und einem einfachen, aber elegant wirkenden Interieur mit kannelierten Säulen und Holzbänken. Das Taufbecken, in dem William Penn damals getauft wurde, ist noch heute im Einsatz.

Im angrenzenden Friedhof haben viele bedeutende Persönlichkeiten ihre letzte Ruhe gefunden. Im nahe gelegenen Christ Church Burial Ground sind Benjamin Franklin und fünf Unterzeichner der Unabhängigkeitserklärung der Vereinigten Staaten begraben.

Die Christ Church wird als National Historic Landmark geführt und ist eine einzigartige historische Stätte. Mehr als 250.000 Touristen besuchen die Kirche jedes Jahr. Ein wirklich lohnenswertes Besichtigungsziel.",2015-02-09 06:46:30,99,211.60779311955167
0kyYErBs4vLbm0YLCJuXlA,--2vR0DIsmQ6WfcSzKWigw,SSo_kSAbaLtOMhSa2jneXw,4.0,"Auf unserem Wege durch die historische Altstadt von Philadelphia sind wir auf das Arch Street Meeting House gestoßen. Es ist ein Haus der Begegnung der religiösen Gemeinschaft und für die Freunde der Quäker.

Auf dem Grundstück, auf dem das Gemeindehaus gebaut wurde, befand sich der erste Friedhof der Quäker in Philadelphia. Hier fanden Beerdigungen bereits seit dem Jahre 1683 statt. Der Ostflügel und das Zentrum des Gemeindehauses wurden zwischen 1803 und 1805 nach einem Entwurf von Owen Biddle, Jr. erbaut. Das Gebäude wurde von 1810 bis 1811 nochmals erweitert,

Von außen sieht das Gebäude recht unscheinbar aus und nur durch die Schilder sind wir aufmerksam geworden. Beim Betreten des Gebäudes wurden wir sehr freundlich von einer Dame begrüßt, die uns mit hilfreichen Informationen versorgt hat. Danach konnten wir sehr entspannt die öffentlich zugänglichen Räume und die kleine Ausstellung besichtigen.

Genauso einfach wie von draußen wirkt auch das Innere des Gebäudes. Ein Beispiel für die Einfachheit und Schlichtheit der Quäker ist der Saal, in dem die Gottesdienste stattfinden. Irgendwie sympathisch, dass man hier auf jeglichen Prunk verzichtet hat.

Das Arch Street Meeting House ist auch im US National Register of Historic Places verzeichnet und als US National Historic Landmark aufgenommen. Sicherlich ein schöner Anlass sich mit der Geschichte der Quäker zu beschäftigen.",2015-02-12 05:14:49,108,211.60779311955167
IaPHgpzRQWShU3dC_wU9Xw,--2vR0DIsmQ6WfcSzKWigw,2Z0Clt72JFouB0qkMC2mig,5.0,"Ein wirklich sehenswerter Garten ist sicherlich der 18th Century Garden auf der Nordseite der Walnut Street zwischen 3. und 4. Street. Er ist Bestandteil des Independence National Historical Park.

Dieser Garten ist ein gutes Beispiel für den europäischen geometrischen Gartenstil und erinnert an einen aus dem 18. Jahrhundert stammenden formalen englischen Garten. Die dort gepflanzten Bäume Sträucher und Blumen sind von der Art, wie sie auch im 18. Jahrhundert verwendet wurden.

Der Garten ist in drei Teile aufgeteilt, einem Obstgarten, einem formalen Garten und einem Bereich für Kräuter und Gemüse. Der formale Garten ist mit Blumen der Saison gestaltet und einer Reihe von kleinen Obstbäumen.

Die Laubengänge mit den Weinpflanzen sind sehr schön anzusehen. Wir hatten es uns im Schatten der Pergola für ein Päuschen bequem gemacht, um diesen kleinen schönen Garten auf uns wirken zu lassen. 

Der 18th Century Garden liegt neben dem Todd House und südlich von der Carpenters Hall. Der Eintritt ist frei. Ein wirklich schöner und bemerkenswerter kleiner Garten.",2015-02-13 05:13:26,119,211.60779311955167
S5-N1Zd7ch2Vow59QWwfnw,--2vR0DIsmQ6WfcSzKWigw,Mkr1Bm0SFo51L5-swly0bw,5.0,"Auf unserem Weg durch die Altstadt von Philadelphia sind wir auf einen kleinen Park mit einer ungewöhnlichen Statue gestoßen. Es ist die sogenannte Signer Statue.

Die Statue ist all denen gewidmet, die ihr Leben für die amerikanische Freiheit eingesetzt haben. In seiner Hand hält der Signer die Gründungsurkunde in den Himmel. Die Inspiration zu dieser Statue hat George Clymer gegeben, der Unterzeichner sowohl der Unabhängigkeitserklärung und der Verfassung der Vereinigten Staaten war.

Während viele Statuen eher langweilig und staatsmännisch wirken, vermittelt dieses Kunstwerk eine gewisse Energie. Die Statue ist 9-1 / 2 Meter hoch, aus Bronze und steht auf einem 6-Fuß Granitsockel.

Zu finden ist das Kunstwerk an der Ecke der 5. und Chestnut Sreet im Signers Garden.",2015-02-14 06:26:02,110,211.60779311955167
NZmoh-ZvUCL9Pbn8nnTcvw,--2vR0DIsmQ6WfcSzKWigw,tYJBFNJckCFiflhRLJnLjw,5.0,"An der Chestnut Street kann man eine weitere Attraktion des Independence National Historical Park im Zentrum von Philadelphia finden. Die Old City Hall, die sich neben der Independence Hall und gegenüber vom Liberty Bell Center befindet.

Das Gebäude wurde von 1790 bis 1791 vom Architekten David Evans, Jr. gebaut. Es war ursprünglich als Rathaus geplant, diente aber bis zum Jahre 1800 als Heimat für den Obersten Gerichtshof (Supreme Court) der USA. Von 1790 bis 1800 war Philadelphia die Hauptstadt der Vereinigten Staaten. Anschließend wurde es bis zum Jahre 1854 als Rathaus genutzt.

Im Inneren kann man einen Blick in den historischen Gerichtssaal werfen, der sehr gut erhalten ist. Das erhöhte Richterpodest, der Zeugenstand, die Zuschauerbänke, die Gerichtsschreiber und alle anderen Möbel sind vorhanden.

In der Lobby gibt es noch einen Souvenirshop, wo man noch eine Miniatur der Liberty Bell erstehen kann. An der Wand ein Satz von Alexis de Tocqueville: ""I am unaware that any Nation of the globe has hitherto organized a judicial power in the same manner as the American"".

Das Gebude kann täglich von 09.00 - 17.00 Uhr besichtigt werden. Der Eintritt ist frei.",2015-02-16 05:02:32,114,211.60779311955167
QeQ_7auUrIA7ACm9Pvt3qQ,--2vR0DIsmQ6WfcSzKWigw,Ib9HV7ekw459jM1Ksdiyiw,5.0,"Eine der wichtigsten Sehenswürdigkeiten in Philadelphia ist sicherlich die Independence Hall, dem Ort der Unabhängigkeitserklärung. Sie ziert auch die Rückseite des 100-Dollar-Scheins.

Wir hatten uns gleich morgens Karten für die Führung besorgt. Zur Besichtigung muss man allerdings eine Sicherheitskontrolle passieren. Wer eine schwache Blase hat, sollte vor der Kontrolle noch die Toilette aufsuchen. Der Mitarbeiter des National Park Service hat die Besichtigung professionell durchgeführt und sehr viel wissenswertes erzählt.

Das Gebäude wurde im Jahre 1741 als Pennsylvania State House in Philadelphia errichtet. Damals war Pennsylvania noch die dreizehnte britische Kolonie Nordamerikas. Erst im Jahr 1775 wurde dann aus dem ehemaligen Pennsylvania State House die Independence Hall. 

Die von Thomas Jefferson geschriebene Unabhängigkeitserklärung wurde 1776  hier vom zweiten Kontinentalkongress in der Hall unterzeichnet. 1787 wurde hier die Verfassung der Vereinigten Staaten vom Kongress ausgerufen.

Von 1753 bis 1876 befand sich noch die Liberty Bell im Glockenturm der Independence Hall, die als Zeichen der Unabhängigkeit seinerzeit geläutet wurde. Die Independence Hall ist auch ein Teil des Independence National Historical Parks. Eine Besichtigung ist absolut empfehlenswert.",2015-02-17 05:23:38,112,211.60779311955167
fEGi0wNNo0GYV4fLpENXuA,--2vR0DIsmQ6WfcSzKWigw,vEyfMDd1u00EwCRGbpz36A,4.0,"Ein weiterer Teil des Independence National Historical Park ist die Carpenters Hall, die sich in der Nähe der Altstadt befindet. 

Das zweistöckige Backsteingebäude wurde zwischen 1770 und 1774 im georgianischen Stil für die Zunft der Zimmerleute errichtet. Der in Schottland geborene Architekt Robert Smith hat hier die Rathäuser seiner Heimat und die Villen des Palladio aus Italien als Vorlage herangezogen.

1774 trat hier der erste Kontinentalkongress zusammen und während des Unabhängigkeitskrieges wurde es als Krankenhaus genutzt. Im Inneren des Gebäudes erwartet den Besucher eine kleine Ausstellung mit historischen Sammlungsstücken und zahlreichen Schautafeln. 

Seit dem 15. April 1970 wurde das Gebäude in das National Register of Historic Places  aufgenommen. Der Eintritt ist frei. Es ist außer montags von 10.00 - 16.00 Uhr geöffnet. Im Januar und Februar ist das Gebäude auch dienstags geschlossen. 

Eine schöne Sehenswürdigkeit, die man bei einem Rundgang durch den Independence National Historical Park sich nicht entgehen lassen sollte.",2015-02-18 05:14:09,110,211.60779311955167
m3QNG3Ni7--EsiFv3IS3dg,--2vR0DIsmQ6WfcSzKWigw,-3e3CP3FFc-rvJj_-_airw,4.0,"Da uns der erste Parkplatz in der Chinatown suspekt war, haben wir unser Auto am zweiten Tag am Anfang der Market Street abgestellt. Hier befanden wir uns nur unweit vom Delaware River und Penns Landing.

In Penns Landing landete 1682 der englische Quäker William Penn mit seinem Boot und hat zum ersten Mal amerikanischen Boden betreten. Er war der Gründer der Stadt Philadelphia. Heute ist Penns Landing Bestandteil von einem großen Gebiet, das sich von der Market St. zur Lombard St. erstreckt.

Der Bereich des alten Hafens ist in einen Uferpark umgestaltet worden und in der Stadt ein beliebtes Naherholungsziel. Auf der schön gestalteten Great Plaza finden jedes Jahr das Riverblues- und das Jambalaya Jam - Festival statt. Auf der Blue Cross River Rink befindet sich im Winter eine beliebte Schlittschuhbahn.

Ältere Holz-Segelschiffe liegen am Delaware River vor Anker, darunter die ""Gazela of Philadelphia"" als das ältestes Schiff. Es wird gleichzeitig als Museumsschiff genutzt. Es ist das letzte Schiff einer Kabeljau Angelflotte und war von 1883 bis 1969 in Betrieb.

In der Nähe befindet sich das ""Independence Seaport Museum"", das Marinemuseum der Stadt Philadelphia. Ein wirklich sehenswerter Teil der Stadt.",2015-02-19 05:08:44,105,211.60779311955167
VM1AviXJbP9xfrO0GEk91A,--2vR0DIsmQ6WfcSzKWigw,YiEBSn8VWhnj79igNkShQw,4.0,"Auf unserem Rundgang durch das historische Philadelphia sind wir auch auf die ""Second Bank of the United States"" gestoßen, die die First Bank damals abgelöst hat.

Die Bank wurde 1816 gegründet, um die Stabilisierung der amerikanischen Währung zu gewährleisten. Leider blieb sie hauptsächlich wegen der Vorwürfe über Korruption und Fälschungen im Gedächtnis der Öffentlichkeit. Als die Charta der Bank 1836 auslief, wurde sie eine ganz normale Bank, um dann fünf Jahre später Konkurs anmelden zu müssen.

Leider war die Second Bank bei unserem Besuch wegen Restaurierung geschlossen, so dass wir uns mit dem einzigartigen äußeren Erscheinungsbild des Gebäudes zufrieden geben mussten. Das Gebäude wird voraussichtlich im Mai 2015 wieder für die Öffentlichkeit zugänglich sein.

Das Gebäude beherbergt eine schöne Sammlung von über 100 Porträts der ""People of Independence"". Die Ausstellung bietet aber auch einen Einblick in das damalige Leben, das von Krankheit und Sklaverei geprägt war.

Die ""Second Bank of the United States"" ist in der Chestnut Street zwischen der 4. und 5. St. und wird vom National Park Service verwaltet. Der Eintritt ist frei und es gibt einen behindertengerechten Zugang.",2015-02-22 07:11:29,112,211.60779311955167
F9VuTMY0oJDAqLZfjowjLA,--2vR0DIsmQ6WfcSzKWigw,B5oLvDymksg4vKl8NH4qOA,4.0,"An der Waterfront in Santa Barbara hat man die Auswahl zwischen dem East Beach und dem West Beach, die durch Stearns Wharf getrennt werden. Santa Barbara wird vom West Beach durch den Cabrillo Boulevard getrennt und davor verläuft noch ein wunderbar angelegter Fußgänger- und Radweg. 

Der West Beach ist vergleichbar klein und wird durch den Hafen und Stearns Wharf begrenzt. Es gibt dort für die Sportbegeisterten ein Volleyballfeld und durch die teilweise Abschirmung zur offenen See ist das Meer durch die geringe Wellenbewegung auch sehr begehrt bei Kayakfahrern und anderen Wassersportlern.
 
Von der nicht weit entfernten Stearns Wharf hat man einen einzigartigen Blick auf den Strand, das Meer und die sehenswerte Umgebung. Hier kann man auch die ersten 90 Minuten frei parken, falls man ein freies Plätzchen erhaschen kann.

Der Strand machte auf uns einen sehr gepflegten und ordentlichen Eindruck und war nicht sonderlich überlaufen. Wie in den USA üblich sind hier Lifeguards am Strand, um für die Sicherheit der Badegäste zu sorgen. Wem der Strand zu langweilig wird kann auf dem Strandweg Skaten und Fahrrad fahren.

Allerdings sollte man sich gut eincremen und einen Hut tragen, da durch den kühlen Wind die intensive Sonneneinstrahlung nicht sofort bemerkt wird. Außerdem sollte man genügend Wasser bei sich haben. Ein wirklich schöner und abwechslungsreicher Strand.",2016-07-20 04:12:11,118,211.60779311955167
